SCR,FCR,Company,Data da última verificação do website,Country (if different than PT),Other info,Stage,Sector,Data Investimento,Fonte,Notas
Portugal Ventures,,"Principle Power Portugal, Unipessoal Lda (principle power Inc)",09/2016,US,12%,,,,http://www.principlepowerinc.com/en/about,
Portugal Ventures,,"Possible Answer , S.A (polyanswer) ",09/2016,,,,,,http://www.portugalventures.pt/pt-pt/content/portf%C3%B3lio,
Portugal Ventures,,"Doinn, S.A",09/2016,,2016,,,,http://www.portugalventures.pt/pt-pt/content/portf%C3%B3lio,Comunicado em 2016
Portugal Ventures,,Wedeliverawesomeapps (mudou p guestU),09/2016,,,,,,http://www.portugalventures.pt/pt-pt/content/portf%C3%B3lio,
Portugal Ventures,,"Storymatik Software, S.A (Storyo)",09/2016,,2016,,,,http://www.portugalventures.pt/pt-pt/content/portf%C3%B3lio,Comunicado em 2016
Caixa,,"Attentive, Lda",09/2016,,2016,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,"Prodsmart, Informática, Lda",09/2016,,sem dados ,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,doDOC,09/2016,US,,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Farfetch Portugal - Unipessoal Lda,09/2016,UK,,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Stat Track Technologies Lda (Hole19),09/2016,,SEM DADOS,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,"JUNGLESTARS, LDA (SeatWish)",09/2016,,SEM DADOS,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Biotecnol - Serviços e Desenvolvimento S.A,09/2016,,,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Exogenus Therapeutics,09/2016,,,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Nu-Rise Lda,09/2016,,2016,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,PermeAbility,09/2016,,cohitec,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Charge2Change,09/2016,,cohitec,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,"Smartwatt - Energy Services, S.A",09/2016,,desinvested,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Caixa,,Watgrid,09/2016,,2016,,,,http://caixacapital.pt/en/investments/venture-capital/,"Versão em 09/16, com adições relativamente à anterior publicação"
Vallis Capital Partners,Vallis Sustainable Investments I,"DOCTORGUMMY, LDA",09/2016,,,,,,https://www.vallis.pt/portfolio.do#sustainable,
BCP Capital,,"SCIENCE4YOU, S.A.",09/2016,,,,,,http://www.rtp.pt/noticias/economia/science4you-reforca-estrutura-acionista-com-aumento-de-capital-de-7me_n859063,
"BUSY ANGELS, SCR, S.A",,"FASTINOV, S.A.",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,"eSolidar (WEBANKOR, S.A.)",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,"FABER VENTURES, S.A.",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,"Jitt travel (era iClio, SA)",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,LaserLeap,09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,Lymphact,09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,Magnomics,09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,"Medical Port (FAIRWAY, MEDICAL TOURISM PORTUGAL, S.A.)",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,Sakproject,09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,"LUSOEDUC - INFORMAÇÃO E SERVIÇOS, S.A.",09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,Xhockware,09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,Zaask (Youngstories SA),09/2016,,,,,,http://busyangels.co/?page_id=144,
"BUSY ANGELS, SCR, S.A",,TTR,09/2016,,,,,,http://busyangels.co/?page_id=144,
"FABER VENTURES, S.A.",,Chic by Choice,09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,Codacy,09/2016,UK,"QAMINE PORTUGAL, S.A",,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,GetSocial,09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,Gleam,09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,Passworks,09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,SABE Online (Altura Publishing),09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,Unbabel,09/2016,US,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,Zaask (Youngstories SA),09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
"FABER VENTURES, S.A.",,"LIQUID DATA INTELLIGENCE, S.A.",09/2016,,,,,,http://www.faber-ventures.com/#portfolio,
Oxy Capital ,,Feedzai,11/2016,,,,,,http://www.oxycapital.com/pt/?pg=portfolio,
Oxy Capital ,OXY CAPITAL MEZZANINE FUND,Nonius,11/2016,,,,,Set 2015,http://www.oxycapital.com/pt/?pg=mezz,
Explorer Investments,NDRIVE,Greenfiber Tech,11/2016,,Receitas em 2015: 0.1M€,,"Produção e comercialização de ""Decks"" baseados em compósitos",2015,http://www.explorerinvestments.com/areas-de-negocio/Capital-de-Expansao/18/,
Explorer Investments,,NMUSIC,11/2016,,Receitas em 2014: 3.3M€,,Streaming de musica,2013,http://www.explorerinvestments.com/areas-de-negocio/Capital-de-Expansao/18/,
Portugal Ventures,FAI Energias,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,O valor de incentivo contratualizado e pago pelo FAI ascendeu a 3.000.000€.,,Energia,,http://fai.pt/portfolio/windfloat/,"O projeto previa um investimento inicial total de 18,9M€, revisto posteriormente para 25,375M€. O projeto Windfloat foi promovida pela empresa Windplus, SA (EDP Inovação, Principle Power, A. Silva Matos e Portugal Ventures)."
Mitsubishi Corporation (MC),Diamond Generating Europe,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,20% stake,,Energia,Nov 2015,http://www.mitsubishicorp.com/jp/en/pr/archive/2015/html/0000028944.html,
Chiyoda Corporation (Chiyoda),,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,20% stake,,Energia,,http://www.mitsubishicorp.com/jp/en/pr/archive/2015/html/0000028944.html,
EU,Chiyoda Generating Europe,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,apoio de 30M€ PARA 25 MW, projetos de demonstração,Energia,23 Abril 2015,http://europa.eu/rapid/press-release_IP-15-4836_pt.htm,
REPSOL,,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,"25,37% na sociedade Principle Power Inc.,. junto com outros parceiros: EDP, A. Silva Matos e Portugal Ventures. A sociedade desenvolve a tecnologia WindFloat de plataformas flutuantes semi-submersíveis para a instalação de aero-geradores offshore, demonstrando a tecnologia à escala real através do protótipo Windfloat1 que opera na costa Portuguesa",,Energia,,https://www.repsol.com/pt_pt/corporacion/conocer-repsol/repsol-en-el-mundo/portugal.aspx,
EDP,principle power,"Windfloat ( WINDPLUS, S.A.)       ",11/2016,,"* WindPlus shareholders are edp, repsol, inovcapital, principle power and a. silva matos (página 11)",,Energia,Out de 2012,https://ec.europa.eu/maritimeaffairs/sites/maritimeaffairs/files/docs/body/forum_brest_maciel_en.pdf,
